Wall time,Step,Value
1731745988.654488,33869,0.0
1731746111.3264503,33888,0.0
1731746165.1368415,33895,0.0
1731746492.6682863,33941,0.0
1731746844.9085045,33993,0.0
1731746866.9705899,33996,0.0
1731747096.3073115,34031,0.0
1731747696.4766946,34124,0.0
1731747900.5358918,34158,0.0
1731747917.1628032,34161,0.0
1731748275.990479,34213,0.0
1731748279.134624,34214,0.0
1731748423.5388043,34235,0.0
1731748775.5001192,34290,0.0
1731748930.1911366,34317,0.0
1731749343.8131702,34377,0.0
1731749349.6940346,34378,0.0
1731749599.6170332,34404,0.0
1731749656.5719943,34416,0.0
1731749755.1982567,34431,0.0
1731749905.53324,34451,0.0
1731749944.9475958,34460,0.0
1731749997.1619275,34469,0.0
1731750230.5563805,34499,0.0
1731750577.6672983,34548,0.0
1731750916.4023924,34603,0.0
1731751120.8668556,34635,0.0
1731751264.1529996,34657,0.0
1731751659.2456105,34730,0.0
1731752138.3668654,34808,0.0
1731752617.2339237,34882,0.0
1731753014.1557987,34931,0.0
1731753267.85559,34967,0.0
1731753672.193638,35029,0.0
1731754133.196782,35106,0.0
1731754157.9008367,35109,0.0
1731754637.6475194,35185,1.0
1731754754.9888008,35206,0.0
1731754800.0754762,35214,0.0
1731754882.6010268,35227,0.0
1731754890.9557788,35229,0.0
1731754914.3851173,35235,0.0
1731755265.0087664,35299,0.0
1731755470.7483084,35333,0.0
1731755490.2187798,35335,0.0
1731755491.3426168,35336,0.0
1731756058.6452758,35422,0.0
1731756091.2493362,35425,1.0
1731756286.0354993,35452,0.0
1731757398.309626,35623,0.0
1731757479.6433191,35630,1.0
1731757924.1282678,35696,0.0
1731757961.4586577,35701,0.0
1731758260.3882763,35743,0.0
1731758670.6419964,35805,0.0
1731758792.6168327,35822,0.0
1731758799.0225441,35823,0.0
1731759251.4644973,35889,0.0
1731759390.84652,35909,0.0
1731759663.2735896,35946,0.0
1731759666.254444,35947,0.0
1731759699.0394826,35950,0.0
1731760187.2231128,36016,0.0
1731760531.5175233,36068,1.0
1731760647.7302115,36083,0.0
1731760729.29246,36098,0.0
1731760860.4217868,36114,0.0
1731760949.767935,36127,0.0
1731761178.175414,36162,0.0
1731761327.701459,36181,0.0
1731761368.326858,36188,0.0
1731762927.3133307,36421,0.0
1731763385.5466738,36481,0.0
1731763611.1212683,36511,0.0
1731763779.741745,36530,0.0
1731764332.2606142,36619,0.0
1731764555.4717689,36658,0.0
1731764573.2617834,36662,0.0
1731764647.8456957,36671,0.0
1731764705.256902,36677,0.0
1731764834.7862191,36702,0.0
1731765273.793133,36759,0.0
1731765540.7975607,36802,0.0
1731766241.7914622,36905,0.0
1731766676.812562,36966,0.0
1731767170.0894732,37021,0.0
1731779644.4853964,37054,0.0
1731779874.7048016,37091,1.0
1731780379.521915,37163,0.0
1731780424.414491,37169,0.0
1731780508.798388,37178,0.0
1731780876.7001057,37232,0.0
1731781444.8547673,37307,0.0
1731781556.0561726,37317,0.0
1731781738.4644053,37341,0.0
1731782729.467762,37413,0.0
1731814006.796232,37501,0.0
1731814268.2345374,37536,0.0
1731814745.3146849,37597,0.0
1731814898.3111174,37616,0.0
1731815379.1078517,37659,0.0
1731816114.3307898,37728,0.0
1731816928.243505,37793,0.0
1731817184.6063135,37815,0.0
1731818566.8317368,37943,0.0
1731819770.6210072,38044,0.0
1731820474.6744628,38099,0.0
1731820665.9695795,38114,0.0
1731821550.6011777,38183,0.0
1731821925.5721304,38217,0.0
1731822814.5125153,38291,0.0
1731822973.0648036,38307,0.0
1731823051.497856,38318,0.0
1731823372.9489193,38352,0.0
1731824327.8803682,38432,0.0
1731825285.6375735,38493,0.0
1731825304.087535,38494,0.0
1731825449.8456702,38509,0.0
1731826064.182046,38552,0.0
1731826340.8962927,38572,0.0
1731826967.6968586,38615,0.0
1731827039.2719352,38620,0.0
1731828129.880325,38692,0.0
1731828389.581738,38709,0.0
