Episode,Reward,Actor_Loss,Critic_Loss,x_pos,Flag_Get,Total_Time
179,192.0,-0.026228020433336496,2591.4799194335938,303,0,9
180,862.0,-0.018690793309360743,1390.4196166992188,1124,0,167
181,567.0,-0.019295019563287497,2838.935546875,705,0,35
182,142.0,-0.030278990045189857,5477.1661376953125,258,0,11
183,594.5,-0.018425320275127888,6282.776611328125,722,0,30
184,579.5,-0.022217515390366316,1380.6117248535156,829,0,150
185,180.0,-0.005363692995160818,4406.505126953125,295,0,8
186,964.5,-0.020621556788682938,3524.0244750976562,1124,0,71
187,692.5,-0.02507992321625352,2880.0159301757812,895,0,105
188,174.0,-0.013952742097899318,4451.1026611328125,289,0,9
189,564.0,-0.018296826165169477,1168.5193786621094,809,0,142
190,191.0,-0.024743041954934597,4780.6009521484375,304,0,6
191,181.0,-0.02325451746582985,4514.2454833984375,291,0,8
192,543.0,-0.012761876452714205,4633.8876953125,670,0,25
193,168.0,-0.012119597056880593,2916.2888793945312,288,0,13
194,884.0,-0.020289468113332987,1373.8363342285156,1125,0,145
195,1033.0,-0.023381736129522324,1196.7494506835938,1417,0,292
196,187.0,-0.024252965580672026,3556.0404663085938,297,0,7
197,175.0,-0.01408543181605637,3601.5511474609375,289,0,12
198,553.0,-0.01780891977250576,2673.9991455078125,695,0,35
199,881.0,-0.024020157288759947,1149.3990173339844,1129,0,151
200,585.5,-0.02174111967906356,4335.4307861328125,722,0,34
201,166.0,-0.013662259792909026,5913.6990966796875,277,0,9
202,618.0,-0.01819632574915886,1218.8145751953125,897,0,184
203,545.0,-0.01865983195602894,2545.0833740234375,696,0,49
204,653.5,-0.023957558907568455,3036.3019409179688,793,0,41
205,835.5,-0.020686319563537836,1414.6996154785156,1142,0,207
206,567.5,-0.020081243943423033,2637.3285522460938,722,0,52
207,575.5,-0.018039603251963854,4507.30908203125,700,0,21
208,561.0,-0.012697029858827591,6454.3529052734375,683,0,21
209,920.0,-0.021662546787410975,2540.4169311523438,1132,0,111
210,723.5,-0.015104399994015694,6358.3021240234375,861,0,33
211,158.0,-0.023370156064629555,9323.810302734375,270,0,11
212,893.5,-0.019055080600082874,2393.797607421875,1136,0,144
213,568.5,-0.018679633736610413,6472.2159423828125,694,0,21
214,195.0,-0.027079785242676735,4298.9864501953125,304,0,7
215,748.5,-0.018960326444357634,4501.6114501953125,898,0,52
216,171.0,-0.01732373982667923,4966.2564697265625,282,0,9
217,1135.0,-0.017945651430636644,1608.1585083007812,1424,0,191
218,536.5,-0.016862023156136274,3056.9124145507812,671,0,40
219,1047.0,-0.019334164448082447,987.1138916015625,1426,0,276
220,156.0,-0.032926393672823906,5102.1707763671875,272,0,9
221,908.5,-0.020870579406619072,1394.4361572265625,1138,0,136
222,664.0,-0.0178028317168355,1399.1417541503906,898,0,139
223,196.0,-0.009850087109953165,2816.21728515625,307,0,8
224,653.5,-0.025036594830453396,2010.9334411621094,819,0,71
225,1078.0,-0.007678335998207331,3718.238037109375,1219,0,45
226,689.5,-0.024036781396716833,2461.9028930664062,897,0,110
227,689.0,-0.023612876888364553,2272.5541381835938,896,0,113
228,536.5,-0.017041952814906836,4531.93896484375,668,0,27
229,172.0,-0.019771053921431303,4747.9947509765625,284,0,10
230,759.5,-0.01811156002804637,5928.284912109375,891,0,39
231,544.0,-0.023275674786418676,4390.7803955078125,683,0,32
232,588.5,-0.018687251023948193,4711.4771728515625,722,0,36
233,648.5,-0.02034675283357501,2272.6465454101562,898,0,152
234,190.0,-0.0196191412396729,5554.6439208984375,306,0,9
235,585.5,-0.01652046386152506,3685.9364013671875,722,0,39
236,1055.5,-0.01703460095450282,2552.5098266601562,1221,0,73
237,540.0,-0.013940291246399283,4573.6610107421875,671,0,24
238,193.0,-0.030090926215052605,7932.6480712890625,307,0,7
239,587.0,-0.014329730067402124,9474.846435546875,711,0,17
240,183.0,-0.019443119876086712,6387.893798828125,292,0,8
241,172.0,-0.016916637308895588,5435.6351318359375,288,0,9
242,939.0,-0.018865911290049553,2395.8419189453125,1125,0,90
243,186.0,-0.025431201793253422,3799.7652587890625,300,0,8
244,586.0,-0.01622258685529232,3299.1228637695312,722,0,36
245,592.0,-0.018739047925919294,6656.62890625,722,0,30
246,567.5,-0.019140641670674086,3777.8237915039062,713,0,48
247,1192.0,-0.022897654213011265,1971.7033081054688,1407,0,128
248,937.5,-0.0195974032394588,2107.3075561523438,1124,0,98
249,183.0,-0.014104435918852687,4565.9599609375,294,0,10
250,571.5,-0.01756174862384796,8319.850708007812,694,0,18
251,565.0,-0.017343705985695124,3674.5512084960938,693,0,26
252,929.0,-0.02059439104050398,1544.6213684082031,1414,0,394
253,589.5,-0.020568517968058586,1320.8557739257812,828,0,145
254,1128.0,-0.021256647538393736,1399.1308898925781,1408,0,190
255,583.0,-0.02204254548996687,4755.6962890625,721,0,33
256,1508.0,-0.02148703718557954,2467.3330688476562,1769,0,165
257,838.0,-0.02030758047476411,1250.9092712402344,1127,0,188
258,177.0,-0.029626708943396807,4197.168395996094,290,0,10
259,153.0,-0.02602000255137682,3904.5859375,272,0,12
260,762.5,-0.012064367067068815,4633.0462646484375,898,0,38
261,188.0,-0.040050982497632504,3061.0457763671875,299,0,8
262,677.0,-0.014834237517789006,3418.2133178710938,814,0,35
263,572.0,-0.011608796427026391,5038.7862548828125,703,0,24
264,1245.5,-0.023777778260409832,2718.5011596679688,1423,0,82
265,533.5,-0.01653067534789443,5232.638671875,666,0,28
266,576.0,-0.013463388197124004,5029.406005859375,722,0,41
267,547.5,-0.019053637981414795,5151.543701171875,674,0,27
268,903.5,-0.021477318834513426,1780.8881225585938,1136,0,133
269,560.0,-0.018874694127589464,4327.24462890625,686,0,23
270,145.0,-0.014503207290545106,7788.8021240234375,264,0,12
271,587.5,-0.018421063665300608,4824.7509765625,722,0,37
272,685.0,-0.01973670395091176,1717.4415283203125,898,0,113
273,909.0,-0.020112414844334126,1721.8859558105469,1128,0,122
274,205.0,-0.02788616716861725,4229.0780029296875,312,0,6
275,851.0,-0.023159064818173647,1295.657958984375,1122,0,176
276,731.0,-0.01827826863154769,3408.82470703125,898,0,67
277,788.0,-0.0195654877461493,1006.444580078125,1130,0,246
278,526.5,-0.016629904508590698,5455.781494140625,653,0,24
279,963.5,-0.02343677543103695,2463.2017211914062,1137,0,74
280,550.5,-0.01603981340304017,6450.7625732421875,670,0,21
281,562.0,-0.007723678136244416,5282.6802978515625,691,0,22
282,551.0,-0.02834156109020114,5091.0775146484375,687,0,34
283,190.0,-0.023769035935401917,7714.56103515625,301,0,8
284,190.0,-0.01605682587251067,4085.0453491210938,299,0,8
285,1213.5,-0.02511970279738307,2844.953125,1409,0,106
286,649.5,-0.019961887504905462,2934.3408813476562,800,0,46
287,661.5,-0.021399118937551975,2413.4776611328125,833,0,67
288,165.0,-0.00847219629213214,3995.308837890625,281,0,9
289,583.5,-0.019895517267286777,4142.4100341796875,719,0,33
290,567.0,-0.024863011203706264,3820.0007934570312,700,0,26
291,747.5,-0.01468945643864572,4672.905029296875,898,0,48
292,587.0,-0.020649068988859653,6755.199462890625,705,0,20
293,1337.5,-0.027033394668251276,3064.894775390625,1515,0,83
294,590.5,-0.01913296803832054,1592.9766235351562,897,0,234
295,541.5,-0.007422282826155424,4992.514892578125,669,0,29
296,736.5,-0.02085117530077696,3210.4168090820312,879,0,43
297,948.5,-0.023832947481423616,2383.4014892578125,1134,0,92
298,899.0,-0.018293865490704775,1770.7715454101562,1125,0,135
299,176.0,-0.019470711704343557,5007.408447265625,293,0,10
300,786.0,-0.018700371030718088,1132.5323181152344,1126,0,239
301,170.0,-0.04238799586892128,4392.27734375,281,0,9
302,527.0,-0.016069894190877676,3448.6751098632812,665,0,31
303,643.0,-0.023641436360776424,3604.6761474609375,795,0,50
304,659.5,-0.01442224276252091,2656.4639282226562,811,0,51
305,504.5,-0.022868385072797537,3057.86083984375,658,0,50
306,1274.0,-0.018417721148580313,4249.707092285156,1421,0,49
307,178.0,-0.014599708840250969,6772.670166015625,295,0,10
308,578.0,-0.021615815814584494,1505.4221496582031,810,0,131
309,665.0,-0.009742999216541648,2692.7652587890625,810,0,37
310,188.0,-0.037335630506277084,3380.6002197265625,300,0,9
311,755.5,-0.03426648862659931,7151.2132568359375,889,0,33
312,980.5,-0.013860848499462008,4731.69091796875,1129,0,45
313,573.0,-0.021160637959837914,5578.088134765625,707,0,32
314,754.0,-0.02575175603851676,5705.5126953125,898,0,44
315,537.0,-0.005087009398266673,6639.3212890625,669,0,25
316,186.0,-0.028628856875002384,8974.173583984375,296,0,8
317,186.0,-0.0050785287749022245,5945.0877685546875,296,0,7
318,591.5,-0.020492956042289734,4853.766357421875,722,0,33
319,709.0,-0.019507418386638165,4198.9830322265625,860,0,49
320,553.5,-0.01299992366693914,3344.1727294921875,680,0,22
321,589.5,-0.021817533299326897,5649.105224609375,722,0,30
322,585.5,-0.016354092862457037,5673.4432373046875,721,0,33
323,587.0,-0.016762373503297567,5187.02197265625,722,0,35
324,581.0,-0.020369235891848803,4738.5557861328125,722,0,36
325,203.0,-0.028408399783074856,7667.61474609375,312,0,7
326,191.0,-0.02334637427702546,4610.479248046875,301,0,8
327,568.5,-0.028422558214515448,8529.881225585938,688,0,16
328,908.0,-0.021264739334583282,1955.5913391113281,1124,0,116
329,1221.0,-0.017197953537106514,2518.7626342773438,1413,0,91
330,721.5,-0.0186100946739316,3958.646484375,886,0,72
331,179.0,0.005373719613999128,6764.293212890625,294,0,8
332,1247.0,-0.021417098585516214,3767.046875,1417,0,79
333,193.0,-0.017140374518930912,3782.5425415039062,307,0,7
334,196.0,-0.023797009605914354,3679.5995483398438,311,0,7
335,181.0,-0.011145201278850436,3069.1937866210938,295,0,12
336,571.5,-0.02190308552235365,3610.7619018554688,709,0,33
337,542.0,-0.01883623143658042,4253.335510253906,668,0,25
338,541.5,-0.020482654683291912,3589.0814819335938,680,0,39
339,589.5,-0.02185499668121338,7558.094970703125,722,0,30
340,550.0,-0.02905330527573824,6133.9080810546875,683,0,31
341,974.0,-0.025769812986254692,3115.6810302734375,1154,0,78
342,1019.5,-0.020518978592008352,1632.3464050292969,1243,0,153
343,707.5,-0.014841374941170216,4017.96533203125,846,0,39
344,955.5,-0.01767491828650236,2573.8095092773438,1134,0,89
345,176.0,-0.04093020688742399,7516.7550048828125,285,0,7
346,935.0,-0.01112100831232965,2513.8423461914062,1126,0,101
347,582.0,-0.03535025753080845,7599.3917236328125,706,0,17
348,205.0,-0.01554819056764245,5585.7545166015625,313,0,5
349,535.5,-0.021637743338942528,1142.548355102539,889,0,257
350,759.0,-0.01387668657116592,5670.625,897,0,39
351,178.0,-0.012148668523877859,4308.9427490234375,294,0,9
352,722.0,-0.019273157231509686,4946.9422607421875,859,0,35
353,189.0,-0.007509895600378513,3519.3897094726562,302,0,10
354,202.0,-0.02514448994770646,3932.0095825195312,312,0,7
355,884.5,-0.02319609420374036,1484.7238464355469,1110,0,140
356,693.5,-0.022478862199932337,3222.9765625,842,0,49
357,574.5,-0.021152000408619642,3603.1553344726562,722,0,45
358,585.5,-0.02254738239571452,3872.8406372070312,722,0,34
359,545.0,-0.01559468125924468,3272.2705688476562,673,0,26
360,550.5,-0.021852522622793913,6304.662109375,676,0,22
361,948.5,-0.024440186098217964,2965.8665771484375,1128,0,80
362,160.0,-0.026042819023132324,7620.15625,276,0,9
363,584.5,-0.021497085224837065,1560.5143127441406,821,0,137
364,592.5,-0.029792741406708956,5147.170654296875,722,0,32
365,1198.0,-0.015201021218672395,2420.6887817382812,1407,0,112
366,187.0,0.0027705878019332886,3352.3788452148438,301,0,8
367,556.0,-0.014777837321162224,5331.423583984375,681,0,22
368,195.0,-0.01776200206950307,4848.04736328125,304,0,8
369,943.0,-0.022521992214024067,2284.1214599609375,1128,0,84
370,854.5,-0.018615445587784052,1720.9142150878906,1124,0,182
371,544.0,-0.025930958800017834,3381.9420776367188,683,0,37
372,654.5,-0.018981318920850754,1342.3909912109375,898,0,171
373,184.0,-0.03132616076618433,4806.4942626953125,298,0,8
374,160.0,-0.020194326993077993,4231.696533203125,272,0,10
375,200.0,-0.025432742200791836,3609.4210205078125,308,0,7
376,129.0,-0.02537883585318923,3842.0326538085938,247,0,12
377,1479.0,-0.0034557832404971123,3803.9600219726562,1658,0,97
378,1208.0,-0.016591721680015326,2465.9580078125,1417,0,117
379,673.0,-0.016296281944960356,2356.5860595703125,816,0,41
380,194.0,-0.019565871451050043,4364.6787109375,303,0,8
381,561.5,-0.01955975079908967,3257.7514038085938,722,0,58
382,702.0,-0.01958257146179676,4084.1326293945312,836,0,36
383,704.5,-0.020781686529517174,2841.468505859375,898,0,96
384,161.0,-0.02365107089281082,5875.1641845703125,277,0,9
385,1841.5,-0.02083273557946086,5587.9285888671875,2015,0,85
386,182.0,-0.017695773392915726,3890.4473266601562,292,0,8
387,572.5,-0.013101839693263173,3185.9205322265625,703,0,27
388,752.0,-0.017883934546262026,4699.6221923828125,898,0,51
389,927.0,-0.022641252260655165,2046.3703002929688,1120,0,94
390,766.0,-0.016695724334567785,2498.9410400390625,898,0,62
391,188.0,-0.00626257574185729,6264.31640625,303,0,7
392,803.5,-0.02047194540500641,1108.5881042480469,1148,0,249
393,194.0,-0.03402114287018776,2872.0180053710938,303,0,7
394,669.5,-0.011686428915709257,1593.2871398925781,898,0,131
395,678.5,-0.007939073024317622,1890.2377014160156,846,0,63
396,661.0,-0.019219003152102232,1606.6170043945312,897,0,136
397,552.0,-0.0210067848674953,1178.7454223632812,843,0,188
398,179.0,-0.03738834522664547,2539.331298828125,288,0,8
399,405.5,-0.023517942521721125,702.8787841796875,898,0,400
400,867.5,-0.024508293718099594,1539.9080810546875,1136,0,169
401,728.5,-0.02527217287570238,2936.2177734375,898,0,72
402,993.5,-0.023301666602492332,2239.85986328125,1126,0,60
403,977.5,-0.015392630361020565,3356.9063110351562,1128,0,48
404,194.0,0.002778582274913788,4352.470153808594,305,0,8
405,197.0,-0.014408631715923548,5687.868408203125,310,0,6
406,555.5,-0.019379068166017532,6519.8343505859375,680,0,20
407,187.0,-0.018857802264392376,3147.8175048828125,297,0,7
408,679.5,-0.022390025202184916,695.4477996826172,1149,0,374
409,909.5,-0.02214913535863161,1455.2846984863281,1134,0,126
410,774.5,-0.021577903535217047,7052.2384033203125,896,0,35
411,1190.0,-0.0257755764760077,2258.6010131835938,1408,0,126
412,583.0,-0.027884984388947487,5161.692626953125,714,0,32
413,1240.5,-0.016139652114361525,2450.1472778320312,1501,0,167
414,168.0,-0.0149825569242239,5704.6221923828125,283,0,9
415,1549.5,-0.020032253582030535,3720.1968383789062,1783,0,135
416,173.0,-0.023043126799166203,2480.5702514648438,289,0,9
417,537.0,-0.031201196834445,3430.7206420898438,669,0,31
418,1271.5,-0.017119796480983496,2833.5007934570312,1431,0,74
419,1230.0,-0.023564126808196306,3010.33642578125,1418,0,92
420,151.0,-0.016627248376607895,6049.638916015625,261,0,9
421,189.0,-0.02304755337536335,3209.23681640625,299,0,8
422,555.0,-0.02113057766109705,3341.1641235351562,686,0,29
423,675.5,-0.02017475850880146,1576.9455261230469,898,0,125
424,725.5,-0.020535717718303204,775.8920440673828,1129,0,310
425,169.0,-0.01597901852801442,2209.6107788085938,287,0,11
426,570.5,-0.012867341982200742,2447.999267578125,722,0,49
427,1205.5,-0.019692718517035246,2353.25146484375,1409,0,105
428,578.5,-0.022205910179764032,4181.008239746094,710,0,29
429,187.0,-0.025595025159418583,3758.9309692382812,297,0,8
430,592.0,-0.018114356324076653,1358.9346313476562,796,0,103
431,973.0,-0.02102983370423317,2701.6947021484375,1139,0,64
432,152.0,-0.034756921231746674,4496.279052734375,261,0,9
433,754.5,-0.017538067419081926,5584.998779296875,898,0,41
434,185.0,-0.010894812643527985,1479.8993225097656,304,0,11
435,581.5,-0.019751813262701035,3651.3981323242188,722,0,43
436,183.0,-0.019593382719904184,2601.7236328125,293,0,8
437,176.0,-0.01263208081945777,2554.4939575195312,291,0,9
438,190.0,-0.012778138276189566,2135.700439453125,304,0,7
439,898.0,-0.020449588540941477,1385.7719116210938,1127,0,139
440,188.0,-0.029023568611592054,929.361328125,305,0,10
441,1178.5,-0.018776276148855686,2099.472137451172,1409,0,133
442,578.0,-0.01976844808086753,2963.2151489257812,703,0,23
443,682.0,-0.020125613547861576,4175.690185546875,822,0,38
444,588.5,-0.02141963178291917,4086.7068481445312,722,0,36
445,197.0,-0.019613624550402164,4692.197082519531,311,0,7
446,182.0,-0.021583452820777893,1979.3979797363281,292,0,8
447,645.5,-0.018887339159846306,971.2568969726562,863,0,123
448,163.0,-0.02387886168435216,841.6107940673828,278,0,9
449,892.5,-0.022822818718850613,1383.7553405761719,1123,0,138
450,557.0,-0.02201868174597621,3516.7051391601562,692,0,32
451,588.5,-0.01873165601864457,3630.1532592773438,722,0,31
