Episode,Reward,Actor_Loss,Critic_Loss,x_pos,Flag_Get,Total_Time
8668,1043.5,-0.023291813675314188,782.5620880126953,1422,0,285
8669,197.0,-0.010837973561137915,5515.23291015625,308,0,8
8670,580.5,-0.01728452043607831,1775.4126892089844,721,0,38
8671,692.5,-0.0234726769849658,1152.7323913574219,897,0,112
8672,172.0,-0.006219547940418124,6431.8377685546875,287,0,8
8673,160.0,-0.003698135493323207,3933.6724243164062,279,0,11
8674,1241.0,-0.030774512328207493,4238.327880859375,1412,0,69
8675,183.0,-0.020187297370284796,2906.7725219726562,293,0,8
8676,532.0,-0.019038718193769455,2798.7588500976562,662,0,24
8677,567.5,-0.02449067821726203,3136.1162719726562,691,0,20
8678,1255.0,-0.027702599298208952,3321.9435424804688,1438,0,80
8679,169.0,-0.03693042974919081,4743.344482421875,280,0,11
8680,1248.5,-0.02517107082530856,2158.119384765625,1431,0,87
8681,656.0,-0.023795719258487225,1350.4605407714844,848,0,90
8682,1169.0,-0.021575179882347584,1471.6623229980469,1412,0,147
8683,586.0,-0.017856441903859377,2580.4907836914062,722,0,31
8684,973.5,-0.02429267717525363,4514.6666259765625,1120,0,50
8685,560.0,-0.01756968116387725,2949.76611328125,690,0,23
8686,521.5,-0.01864782627671957,2171.1900024414062,663,0,37
8687,1111.0,-0.019918080884963274,830.1580505371094,1407,0,201
8688,944.5,-0.018388838041573763,2311.4126586914062,1124,0,87
8689,532.5,-0.021836592350155115,2593.8992919921875,662,0,26
8690,189.0,-0.017336182296276093,4603.714599609375,298,0,7
8691,574.5,-0.01804086845368147,559.4263153076172,867,0,187
8692,1355.5,-0.02080461150035262,1619.9664611816406,1672,0,230
8693,184.0,-0.028083075769245625,5474.2305908203125,298,0,7
8694,552.5,-0.02663289662450552,1261.382080078125,709,0,52
8695,737.0,-0.019720533397048712,1379.0865783691406,898,0,66
8696,771.0,-0.026955613866448402,6074.93359375,897,0,32
8697,511.5,-0.022878888994455338,1052.9459838867188,680,0,63
8698,193.0,-0.0242503322660923,4782.8824462890625,307,0,7
8699,189.0,-0.022855280432850122,4266.75,299,0,7
8700,678.5,-0.024927417747676373,1252.6788024902344,865,0,81
8701,537.5,-0.02353212470188737,2965.4358520507812,661,0,24
8702,176.0,-0.013652865076437593,3986.5781860351562,290,0,8
8703,195.0,-0.009311040863394737,2444.7291259765625,312,0,9
8704,187.0,0.0010250476188957691,2653.2008056640625,302,0,9
8705,544.5,-0.010477569419890642,2068.453826904297,678,0,34
8706,573.5,-0.017764850053936243,3569.748779296875,694,0,21
8707,917.5,-0.02538418024778366,1238.4313354492188,1123,0,114
8708,542.0,-0.013196943327784538,3275.9037475585938,673,0,23
8709,564.0,-0.02338894782587886,1126.4301452636719,697,0,31
8710,941.5,-0.020742515102028847,1684.3133239746094,1136,0,100
8711,897.0,-0.02769469888880849,1454.6867370605469,1126,0,129
8712,187.0,-0.02246522717177868,2522.2344970703125,297,0,8
8713,534.0,-0.012250998290255666,2523.1199951171875,670,0,29
8714,889.0,-0.023328442592173815,1406.5979614257812,1146,0,154
8715,584.5,-0.018656819127500057,906.6169586181641,815,0,125
8716,538.0,-0.016241430770605803,2941.2720336914062,663,0,24
8717,585.5,-0.026202377397567034,2397.7277221679688,722,0,34
8718,183.0,-0.020892388187348843,2741.2212524414062,302,0,11
8719,701.0,-0.01494223764166236,1846.0158386230469,861,0,59
8720,159.0,-0.019800032954663038,3022.7609252929688,276,0,11
8721,760.5,-0.02503510843962431,4343.9957275390625,898,0,35
8722,913.0,-0.026930694933980703,1705.1913452148438,1138,0,128
8723,182.0,-0.018415433820337057,2341.9443969726562,292,0,8
8724,788.0,-0.022649866063147783,759.0010528564453,1129,0,249
8725,157.0,-0.013047287007793784,2276.4912719726562,278,0,13
8726,188.0,-0.03053511632606387,2112.4053649902344,296,0,7
8727,190.0,-0.012445175787433982,1640.989013671875,299,0,7
8728,547.0,-0.028680148534476757,4771.160888671875,671,0,21
8729,958.0,-0.02565370313823223,1925.3369140625,1136,0,81
8730,191.0,-0.030741341412067413,4128.2325439453125,304,0,6
8731,196.0,-0.015598289901390672,1809.4500427246094,312,0,8
8732,554.5,-0.016357571352273226,4006.0965576171875,677,0,17
8733,163.0,-0.015897711273282766,2005.9318542480469,280,0,10
8734,574.5,-0.013135749381035566,1834.92236328125,722,0,45
8735,737.0,-0.025999144185334444,2523.6491088867188,898,0,61
8736,563.0,-0.02316534798592329,4145.93505859375,689,0,19
8737,178.0,-0.010505006881430745,2583.0658569335938,293,0,8
8738,172.0,-0.034118262119591236,2137.4297485351562,287,0,9
8739,127.0,-0.017815422732383013,2326.3265991210938,246,0,13
8740,578.0,-0.02693749452009797,3076.8518676757812,715,0,33
8741,739.5,-0.023853627033531666,2391.4475708007812,898,0,55
8742,793.0,-0.02052664151415229,774.0619659423828,1125,0,237
8743,527.5,-0.029467185493558645,2587.5298461914062,657,0,25
8744,746.0,-0.012197901029139757,3316.5664672851562,877,0,34
8745,930.0,-0.018420319072902203,1888.1658020019531,1121,0,96
8746,587.0,-0.019122963771224022,2034.3158874511719,722,0,35
8747,172.0,-0.020205083768814802,2507.8300170898438,288,0,9
8748,578.5,-0.02094076806679368,1921.4828186035156,722,0,46
8749,1251.5,-0.026143059600144625,4298.4049072265625,1413,0,64
8750,660.0,-0.027715336065739393,1364.6984252929688,839,0,77
8751,194.0,-0.024708439130336046,4899.3983154296875,307,0,6
8752,847.5,-0.023391162045300007,917.6242523193359,1134,0,193
8753,181.0,-0.006476510316133499,1522.8725891113281,293,0,10
8754,559.5,-0.018443366046994925,2765.2244873046875,695,0,30
8755,1223.0,-0.025540324859321117,2843.3511352539062,1411,0,86
8756,966.0,-0.022156993858516216,2432.189697265625,1139,0,76
8757,181.0,-0.03611253574490547,2259.9935913085938,295,0,7
8758,152.0,-0.0020205872133374214,1664.0628967285156,267,0,13
8759,180.0,-0.022463558241724968,2133.238525390625,294,0,7
8760,195.0,-0.00838228059001267,958.2157592773438,306,0,9
8761,1182.5,-0.02289768122136593,1394.5900268554688,1432,0,154
8762,1116.5,-0.02619577059522271,1071.4375915527344,1412,0,201
8763,661.0,-0.024973793420940638,970.7672119140625,843,0,80
8764,581.5,-0.02473329473286867,3556.969970703125,714,0,30
8765,511.0,-0.026790639385581017,3079.4773559570312,654,0,36
8766,723.5,-0.020334338769316673,579.6953887939453,1126,0,309
8767,189.0,-0.0018624737858772278,861.6606597900391,302,0,10
8768,562.0,-0.018484269734472036,1013.9728393554688,788,0,129
8769,648.0,-0.019694416783750057,977.5907135009766,898,0,150
8770,589.5,-0.021475475281476974,2273.7985229492188,721,0,34
8771,954.0,-0.020294921472668648,2220.5813598632812,1127,0,77
8772,1233.5,-0.01850037043914199,1841.2609252929688,1443,0,114
8773,198.0,-0.02077460754662752,1124.7492980957031,307,0,8
8774,768.0,-0.028464708011597395,7117.192138671875,896,0,29
8775,844.5,-0.022060147486627102,911.9105987548828,1125,0,193
8776,802.5,-0.025623622350394726,903.2726898193359,1149,0,251
8777,626.5,-0.02600589580833912,1351.0151977539062,831,0,105
8778,153.0,-0.021677574142813683,2420.894287109375,265,0,10
8779,193.0,-0.025542662478983402,1478.4617919921875,302,0,8
8780,1751.5,-0.025031480938196182,5606.186279296875,1953,0,106
8781,547.5,-0.02044740319252014,1575.0612182617188,693,0,41
8782,934.0,-0.024929978884756565,1898.4464416503906,1136,0,105
8783,844.5,-0.020306923426687717,967.8656921386719,1128,0,180
8784,707.5,-0.022753961384296417,641.7229766845703,1120,0,325
8785,592.5,-0.02766467584297061,3049.9972534179688,722,0,32
8786,869.0,-0.02371510397642851,1096.5482788085938,1138,0,177
8787,879.5,-0.020923031494021416,1197.129638671875,1137,0,163
8788,747.0,-0.022432723082602024,3215.7702026367188,898,0,51
8789,583.0,-0.030217181891202927,4189.37158203125,712,0,21
8790,683.0,-0.021894194185733795,1353.0793151855469,896,0,114
8791,786.5,-0.02204581256955862,785.0289306640625,1133,0,252
8792,625.5,-0.019728824496269226,950.2936096191406,898,0,175
8793,196.0,-0.009218252962455153,2275.8405151367188,307,0,8
8794,752.0,-0.023937430698424578,2837.4898681640625,898,0,46
8795,180.0,-0.015355263371020555,2610.2744140625,296,0,9
8796,728.0,-0.012052207021042705,1719.0876159667969,898,0,75
8797,580.0,-0.013432409148663282,5375.1171875,699,0,17
8798,581.5,-0.02485640114173293,2307.6466064453125,719,0,35
8799,735.5,-0.01876872405409813,2189.2891235351562,898,0,60
8800,1264.0,-0.02066825795918703,3254.03662109375,1438,0,76
8801,189.0,-0.019996967166662216,2199.8662109375,298,0,7
8802,1042.0,-0.02423133933916688,933.1045532226562,1412,0,278
8803,195.0,-0.034277248196303844,6020.7125244140625,307,0,5
8804,1239.5,-0.018544546328485012,4067.5895385742188,1405,0,67
8805,928.0,-0.021591824013739824,1328.8615112304688,1152,0,126
8806,761.5,-0.025518186390399933,4396.1251220703125,895,0,37
8807,583.0,-0.025694530457258224,3245.1591186523438,711,0,22
8808,719.0,-0.02074173465371132,679.1307220458984,1137,0,321
8809,531.0,-0.028042711317539215,3389.39892578125,665,0,27
8810,587.0,-0.026783420238643885,2442.0419921875,722,0,35
8811,1228.5,-0.02655585343018174,2059.93896484375,1436,0,117
8812,568.0,-0.015032693278044462,4438.4814453125,686,0,21
8813,939.0,-0.023795872926712036,1782.1074829101562,1128,0,94
8814,191.0,-0.0041556337382644415,3003.81103515625,304,0,11
8815,723.0,-0.025958614889532328,2062.89794921875,888,0,65
8816,558.0,-0.022794935386627913,2111.2162475585938,698,0,39
8817,175.0,-0.01624906389042735,2708.4647827148438,293,0,12
8818,1661.5,-0.021264472045004368,6419.949951171875,1785,0,70
8819,571.5,-0.022797335870563984,2380.4173583984375,709,0,33
8820,179.0,-0.020914644468575716,3078.7229614257812,290,0,9
8821,410.5,-0.018876428250223398,587.8619995117188,898,0,400
8822,1179.0,-0.019213363528251648,1555.4744873046875,1414,0,144
8823,187.0,-0.03183809667825699,2635.0645751953125,296,0,7
8824,921.5,-0.016271352767944336,1395.7013549804688,1130,0,115
8825,179.0,-0.026257566642016172,3840.710205078125,294,0,8
8826,648.5,-0.01767603913322091,2500.3880004882812,805,0,57
8827,185.0,-0.016846888698637486,1844.9673461914062,296,0,9
8828,851.0,-0.024340510368347168,1022.6594543457031,1137,0,189
8829,843.0,-0.022022585850208998,1020.9729614257812,1137,0,192
8830,194.0,-0.01623951317742467,1177.9229431152344,305,0,8
8831,873.0,-0.025336142629384995,1163.0833435058594,1129,0,165
8832,158.0,-0.013057271484285593,2027.6962280273438,275,0,10
8833,158.0,-0.018221904523670673,1989.9937133789062,275,0,9
8834,526.5,-0.021744922269135714,648.2623443603516,831,0,199
8835,400.5,-0.020773903001099825,395.2971420288086,898,0,400
8836,586.5,-0.023770105559378862,3589.6720581054688,713,0,30
8837,204.0,-0.018296860624104738,1081.116943359375,311,0,6
8838,180.0,-0.02410927228629589,2085.5191650390625,295,0,8
8839,752.5,-0.027752640191465616,4291.3092041015625,886,0,36
8840,195.0,-0.029023540671914816,1850.0711059570312,310,0,7
8841,708.0,-0.011583416722714901,2686.6795043945312,848,0,42
8842,158.0,-0.03188507445156574,1792.415283203125,274,0,10
8843,203.0,-0.0400213748216629,914.6210784912109,311,0,6
8844,558.5,-0.01626729080453515,1923.5953979492188,705,0,47
8845,178.0,-0.026502886321395636,1500.9873962402344,294,0,9
8846,717.5,-0.025448684114962816,1600.883056640625,895,0,81
8847,169.0,-0.02210618369281292,1171.8457336425781,285,0,9
8848,572.5,-0.01795010454952717,1665.0912170410156,722,0,47
8849,655.5,-0.017305044922977686,1430.8003234863281,842,0,81
8850,2224.0,-0.0246118251234293,3533.5000610351562,2475,0,175
8851,712.5,-0.019306559581309557,2205.5386352539062,868,0,57
8852,935.0,-0.02452023234218359,1632.2628173828125,1137,0,110
8853,147.0,-0.015333889750763774,2290.693115234375,264,0,10
8854,176.0,-0.004174644127488136,1541.1962585449219,292,0,9
8855,198.0,-0.03292351961135864,793.2976226806641,307,0,7
8856,749.5,-0.02257101656869054,593.0284118652344,1131,0,288
8857,532.0,-0.022402983624488115,2367.4585571289062,671,0,43
8858,1461.5,-0.02252724952995777,3316.5443725585938,1663,0,116
8859,184.0,-0.01154122268781066,755.130126953125,295,0,9
8860,575.0,-0.030908270739018917,2343.2637329101562,715,0,36
8861,696.5,-0.02290709363296628,1330.8714599609375,898,0,104
8862,562.0,-0.03492612484842539,3290.7446899414062,700,0,31
8863,1038.5,-0.021546881645917892,875.8073120117188,1427,0,293
8864,204.0,-0.01785857602953911,1033.991683959961,312,0,6
8865,1057.0,-0.017216000240296125,849.1352386474609,1435,0,280
8866,739.5,-0.02353344764560461,2828.4041748046875,893,0,52
8867,556.0,-0.02128682192414999,3680.1289672851562,695,0,32
8868,770.0,-0.011030261171981692,5360.078857421875,898,0,33
8869,696.0,-0.03341392520815134,4015.0474243164062,834,0,44
8870,588.0,-0.02819219371303916,4260.436767578125,722,0,29
8871,572.5,-0.030803510453552008,3080.6407470703125,706,0,29
8872,731.0,-0.02169831609353423,2233.2377319335938,898,0,72
8873,566.5,-0.02328167064115405,3065.101318359375,704,0,33
8874,727.5,-0.0207706312648952,3565.478271484375,861,0,39
8875,154.0,-0.016404740512371063,3125.4660034179688,267,0,11
8876,694.0,-0.023971285205334425,1431.1412963867188,897,0,108
8877,578.0,-0.027082955464720726,5471.62451171875,704,0,18
8878,1238.0,-0.023288408759981394,4616.7064208984375,1408,0,69
8879,552.0,-0.023600550834089518,3423.4102172851562,685,0,29
8880,642.5,-0.01968823093920946,2189.13134765625,813,0,66
8881,592.0,-0.023950313683599234,3439.844970703125,722,0,30
8882,576.5,-0.010660608997568488,2665.8158569335938,721,0,42
8883,167.0,-0.02589623723179102,4938.885986328125,283,0,9
8884,1412.0,-0.021968879736959934,1813.0682373046875,1769,0,270
8885,181.0,-0.03528744261711836,3231.8817749023438,291,0,9
8886,640.0,-0.018656321335583925,1426.7309875488281,845,0,104
8887,182.0,-0.008337499340996146,1734.770751953125,294,0,10
8888,599.5,-0.0315916957333684,4542.1229248046875,722,0,19
8889,833.0,-0.020474004559218884,944.0575408935547,1120,0,188
8890,781.0,-0.021767981350421906,707.6918334960938,1132,0,254
8891,743.5,-0.024296330753713846,2990.2275390625,898,0,57
8892,728.5,-0.016954070888459682,3773.2482299804688,870,0,36
8893,543.0,-0.017919788137078285,737.7150115966797,814,0,168
8894,654.0,-0.03039936302229762,2586.8251342773438,795,0,39
8895,583.0,-0.030458271969109774,4982.6171875,702,0,26
8896,565.5,-0.013549670111387968,4932.9227294921875,684,0,19
8897,637.5,-0.020462617743760347,960.229248046875,840,0,98
8898,1250.5,-0.02249305322766304,3896.2205810546875,1406,0,66
8899,707.0,-0.022272014059126377,1409.6416015625,898,0,91
8900,669.5,-0.02238144027069211,1116.681396484375,845,0,76
8901,896.5,-0.019804602954536676,1601.0185546875,1117,0,133
8902,585.0,-0.03736654296517372,4478.4195556640625,710,0,24
8903,1722.5,-0.0215404462069273,3451.5714721679688,1954,0,142
8904,178.0,-0.0065429662354290485,5861.593017578125,295,0,9
8905,1224.0,-0.020248746499419212,3273.9385986328125,1407,0,86
8906,146.0,-0.03321009501814842,4640.615478515625,264,0,11
8907,159.0,-0.024670940823853016,3128.2877807617188,277,0,12
8908,946.5,-0.023329660762101412,2651.9638671875,1128,0,84
8909,184.0,-0.03759230487048626,1605.57568359375,296,0,10
8910,172.0,-0.019983154721558094,2335.1076049804688,289,0,10
8911,567.5,-0.026908298954367638,1897.2801818847656,710,0,39
8912,191.0,-0.01546360901556909,4237.121276855469,306,0,8
8913,755.0,-0.0167241794988513,3214.4752807617188,898,0,43
8914,969.0,-0.017548926174640656,3371.9102172851562,1127,0,57
8915,556.0,-0.0226786183193326,2285.0526123046875,707,0,43
8916,916.5,-0.02090099174529314,1333.5849304199219,1129,0,114
8917,190.0,-0.022254875861108303,4036.34814453125,305,0,8
8918,575.0,-0.01567376870661974,2707.0532836914062,704,0,27
8919,189.0,-0.027548876125365496,1846.0975036621094,303,0,7
8920,168.0,-0.020794693380594254,1625.9954833984375,280,0,10
8921,518.0,-0.02507609035819769,1559.7583923339844,682,0,57
8922,574.0,-0.013204494025558233,4558.13720703125,697,0,21
8923,1197.5,-0.026499858126044273,2070.373779296875,1408,0,116
8924,181.0,-0.00526618747971952,1477.9896545410156,292,0,9
8925,180.0,-0.00648686452768743,1450.869140625,293,0,10
8926,541.0,-0.025777229107916355,3281.4740600585938,667,0,25
8927,543.0,-0.02348159719258547,2087.4474487304688,687,0,37
8928,888.0,-0.024295704904943705,1179.8123168945312,1127,0,139
8929,753.5,-0.02097707986831665,610.9873657226562,1151,0,312
8930,196.0,-0.025100973900407553,2401.7733764648438,310,0,7
8931,585.0,-0.02059862855821848,2976.420166015625,722,0,32
8932,151.0,-0.009078595554456115,2191.9251708984375,268,0,11
8933,194.0,-0.03870357200503349,3157.6451416015625,308,0,6
8934,960.0,-0.018479918595403433,2268.9507446289062,1136,0,79
8935,581.0,-0.021354133263230324,6788.1212158203125,698,0,15
8936,595.0,-0.019497382454574108,670.7940673828125,849,0,156
8937,552.5,-0.0216253655962646,1512.501953125,715,0,59
8938,1153.0,-0.020759381353855133,1002.1607208251953,1521,0,271
8939,588.5,-0.020055994857102633,3102.6918334960938,722,0,31
8940,189.0,-0.0034522078931331635,2307.7322387695312,305,0,8
8941,600.5,-0.020212484523653984,3946.861572265625,722,0,19
8942,593.0,-0.023417680989950895,2937.4964599609375,721,0,33
8943,579.0,-0.02125493437051773,4885.90380859375,700,0,19
8944,659.0,-0.016976719722151756,2120.7783203125,811,0,50
8945,847.0,-0.02142449002712965,1153.2532348632812,1128,0,185
8946,178.0,-0.024771805852651596,3626.9345092773438,294,0,8
8947,166.0,-0.032716154120862484,1987.5358581542969,277,0,10
8948,566.0,-0.025332008488476276,4477.7767333984375,687,0,19
8949,586.0,-0.031187950633466244,2051.7691955566406,722,0,36
8950,582.0,-0.015120138879865408,2221.4330444335938,722,0,35
8951,190.0,-0.05252081248909235,3756.07177734375,298,0,7
8952,118.0,-0.030247655231505632,2951.341796875,236,0,12
8953,580.5,-0.014847288141027093,3331.7457275390625,703,0,22
8954,941.5,-0.024427903350442648,2266.4337768554688,1124,0,90
8955,183.0,-0.02053979691118002,2087.9034729003906,294,0,9
8956,1587.0,-0.021582466084510088,4949.4765625,1768,0,89
8957,182.0,-0.024741175584495068,2389.24267578125,297,0,9
8958,197.0,-0.01630922220647335,1400.6564025878906,305,0,7
8959,159.0,-0.015279896091669798,1788.7086181640625,275,0,10
8960,905.5,-0.017957104835659266,1220.0346984863281,1130,0,136
8961,637.0,-0.022212866693735123,1012.2834777832031,898,0,161
8962,911.0,-0.029849925078451633,1730.3294982910156,1117,0,112
8963,587.0,-0.016373237129300833,5056.4300537109375,709,0,19
8964,180.0,-0.0292821042239666,1524.2705688476562,295,0,8
8965,1187.5,-0.022048324812203646,2019.7532958984375,1409,0,128
8966,189.0,-0.04630739334970713,2061.8883056640625,297,0,7
8967,575.5,-0.0240138485096395,2801.2492065429688,703,0,22
8968,170.0,-0.02759826835244894,1985.4371337890625,285,0,8
8969,985.5,-0.021732148714363575,1386.8375854492188,1235,0,149
8970,552.5,-0.01948804408311844,4829.9390869140625,679,0,22
8971,708.0,-0.022158983163535595,1476.1052551269531,890,0,93
8972,191.0,-0.022679863031953573,2174.1332397460938,305,0,7
8973,589.0,-0.027566033881157637,2265.5789794921875,722,0,38
8974,1097.5,-0.0213395357131958,1221.5638122558594,1407,0,222
8975,674.0,-0.01975839352235198,1454.2464599609375,861,0,91
8976,824.0,-0.018065351527184248,850.6609649658203,1133,0,223
8977,1187.0,-0.022079195827245712,1583.1103210449219,1433,0,148
8978,653.5,-0.02086759638041258,2151.2932739257812,823,0,65
8979,601.5,-0.01615998614579439,4606.665771484375,722,0,18
8980,591.5,-0.02428650390356779,3344.722412109375,719,0,30
8981,933.0,-0.020197661593556404,2061.601318359375,1132,0,97
8982,524.0,-0.024332805536687374,3688.6937255859375,660,0,29
8983,170.0,0.00023927167057991028,2962.3396606445312,287,0,10
8984,678.5,-0.02541202725842595,1095.3099670410156,897,0,121
8985,204.0,-0.010438481345772743,1685.1798400878906,314,0,7
8986,545.5,-0.016884264536201954,4137.827819824219,668,0,23
8987,583.0,-0.0076413636561483145,4103.318054199219,706,0,21
8988,1160.0,-0.020915971603244543,1382.3898010253906,1411,0,155
8989,755.0,-0.026381454430520535,3897.6279296875,896,0,41
8990,571.0,-0.023955022916197777,3429.7490234375,704,0,31
8991,545.0,-0.023127428255975246,4300.1611328125,670,0,23
8992,580.0,-0.017613254953175783,4292.1204833984375,702,0,19
8993,184.0,-0.023139973171055317,4007.048583984375,293,0,8
8994,614.5,-0.014909992692992091,1529.5823059082031,789,0,75
8995,183.0,-0.010349179618060589,2647.3150024414062,292,0,8
8996,826.5,-0.020901924464851618,868.3285827636719,1140,0,224
8997,192.0,-0.024008737411350012,4347.586242675781,305,0,7
8998,191.0,-0.035189906135201454,3088.0183715820312,305,0,8
8999,584.0,-0.021434790454804897,2547.6610107421875,722,0,33
9000,728.5,-0.026322458405047655,2479.4218139648438,898,0,67
9001,572.5,-0.021478840615600348,1648.2815856933594,722,0,47
9002,586.5,-0.019232476595789194,5767.3836669921875,703,0,17
9003,673.5,-0.018217623699456453,1757.8036499023438,837,0,60
9004,753.0,-0.027061244007200003,3479.9837036132812,896,0,39
9005,552.5,-0.022444286849349737,3655.6845703125,673,0,21
9006,592.0,-0.0164665007032454,3316.4322509765625,722,0,30
9007,574.0,-0.018428828101605177,3926.718994140625,697,0,22
9008,569.5,-0.02695337636396289,3945.4557495117188,696,0,24
9009,530.0,-0.01657458022236824,3403.714111328125,662,0,26
9010,196.0,-0.030361992307007313,5321.7584228515625,312,0,8
9011,198.0,-0.012114735087379813,3850.5986938476562,308,0,8
9012,182.0,-0.006776340771466494,3334.572509765625,298,0,8
9013,181.0,-0.014864550903439522,2362.6712036132812,293,0,10
9014,178.0,-0.021045600529760122,1779.2880859375,289,0,8
9015,181.0,-0.01358918659389019,1107.3739013671875,295,0,11
9016,196.0,-0.010567242512479424,1266.3394775390625,315,0,11
9017,1718.0,-0.02650274708867073,3644.6290893554688,1929,0,139
9018,184.0,-0.007655816618353128,708.0354766845703,297,0,11
9019,723.5,-0.0246696500107646,2169.8243408203125,897,0,76
9020,548.0,-0.026026021223515272,2186.6224365234375,690,0,36
9021,558.0,-0.02236304385587573,3361.9640502929688,696,0,32
9022,861.5,-0.02089777123183012,977.8985900878906,1127,0,178
9023,541.5,-0.022869310807436705,2554.8181762695312,665,0,30
9024,775.5,-0.022064678370952606,651.5389556884766,1133,0,264
9025,567.5,-0.025934589561074972,1514.3749084472656,720,0,50
9026,164.0,-0.011273788288235664,1971.4577331542969,280,0,9
9027,585.0,-0.02479815063998103,3710.6472778320312,712,0,24
9028,744.0,-0.018673795275390148,2108.5965576171875,898,0,59
9029,577.5,-0.018972768913954496,2247.3897094726562,720,0,40
9030,460.5,-0.022456831764429808,437.5314254760742,831,0,265
9031,184.0,-0.04237904865294695,2533.3758544921875,302,0,11
9032,569.0,-0.02094509545713663,3245.7920532226562,700,0,24
9033,1160.5,-0.02319690538570285,1594.2848510742188,1422,0,167
9034,512.0,-0.02341396315023303,672.4585723876953,808,0,194
9035,1203.0,-0.021658881567418575,1915.3765563964844,1428,0,127
9036,740.0,-0.0181750962510705,1528.8842468261719,898,0,63
9037,168.0,-0.03334974031895399,2478.8699951171875,279,0,9
9038,200.0,-0.03523708786815405,1622.0245361328125,309,0,7
9039,561.0,-0.02102370373904705,582.3401336669922,889,0,234
9040,1194.0,-0.02111368253827095,2603.8228759765625,1402,0,112
9041,542.0,-0.022770002018660307,2039.6954650878906,678,0,30
9042,560.0,-0.02020892221480608,1772.1422729492188,699,0,37
9043,525.5,-0.01811304921284318,2895.70751953125,655,0,25
9044,171.0,-0.027731365989893675,2263.2078247070312,288,0,9
9045,918.5,-0.020550102926790714,1563.1089477539062,1128,0,116
9046,1188.5,-0.01983802765607834,1582.5437622070312,1433,0,144
9047,1284.5,-0.02118363231420517,5046.168212890625,1435,0,55
9048,666.5,-0.020703880116343498,1139.7239379882812,870,0,99
9049,170.0,-0.009456787956878543,2523.4819946289062,287,0,9
9050,640.0,-0.022306375205516815,1652.48974609375,792,0,56
9051,589.5,-0.021535773761570454,3083.1831665039062,722,0,30
9052,577.0,-0.03425874840468168,3837.3519897460938,704,0,21
9053,609.0,-0.01961730234324932,992.4235534667969,816,0,106
9054,580.5,-0.02534653525799513,3435.8065795898438,700,0,21
9055,177.0,-0.013580969767645001,4144.6829833984375,293,0,8
9056,674.5,-0.02695971541106701,1228.4629821777344,881,0,107
9057,155.0,-0.014109061099588871,3118.0962524414062,272,0,10
9058,671.5,-0.028549888636916876,2623.435302734375,812,0,47
9059,173.0,-0.02025921968743205,2147.272430419922,294,0,13
9060,530.0,-0.02572232112288475,1879.3008728027344,691,0,56
9061,639.0,-0.018929454032331705,833.0682525634766,869,0,128
9062,579.5,-0.009526568464934826,2209.802734375,722,0,45
9063,574.5,-0.024451898876577616,3507.8887329101562,700,0,20
9064,574.0,-0.02679341845214367,3889.9569091796875,703,0,22
9065,959.0,-0.02160146925598383,3568.8966674804688,1123,0,63
9066,652.5,-0.026221425272524357,3191.0383911132812,799,0,43
9067,1219.0,-0.025211529806256294,2338.9208984375,1432,0,125
9068,179.0,-0.0389727670699358,4173.9619140625,294,0,8
9069,587.5,-0.039434367790818214,5787.831787109375,708,0,16
9070,188.0,-0.029107374139130116,4710.2896728515625,303,0,8
9071,545.0,-0.017884492874145508,612.291259765625,849,0,207
9072,1059.5,-0.020553754176944494,1167.0577087402344,1408,0,254
9073,196.0,-0.025057795457541943,1970.9070129394531,307,0,8
9074,155.0,-0.012837912421673536,2262.5364990234375,268,0,11
9075,579.5,-0.02443093154579401,3034.4404296875,709,0,24
9076,572.5,-0.018269542139023542,4855.0618896484375,686,0,15
9077,724.0,-0.01428395789116621,3370.9356079101562,855,0,34
9078,738.0,-0.028329641558229923,3321.5867919921875,893,0,49
9079,586.5,-0.02859083889052272,3257.2249755859375,722,0,33
9080,550.5,-0.03057227563112974,3755.605224609375,675,0,20
9081,180.0,-0.03736579790711403,2662.4302978515625,292,0,11
9082,142.0,-0.01659886399284005,3126.97314453125,260,0,12
9083,159.0,-0.008850485552102327,2958.6725463867188,275,0,9
9084,189.0,-0.016145294532179832,1674.2142333984375,301,0,9
9085,884.0,-0.025098951999098063,1507.1278381347656,1134,0,149
9086,881.5,-0.020974998828023672,1743.7435913085938,1126,0,141
9087,180.0,-0.03458472900092602,2459.2103881835938,295,0,9
9088,186.0,-0.02329004881903529,957.7395324707031,298,0,9
9089,155.0,-0.028792046941816807,1865.8887634277344,272,0,10
9090,691.0,-0.02166903018951416,1964.6238403320312,851,0,58
9091,549.5,-0.02240078942850232,2526.3357543945312,689,0,35
9092,560.5,-0.01899174600839615,3594.0551147460938,684,0,24
9093,558.5,-0.0254731890745461,5053.3310546875,681,0,17
9094,574.5,-0.025912255980074406,2212.7819213867188,720,0,44
9095,1169.5,-0.023243988398462534,1545.4333190917969,1426,0,158
9096,174.0,-0.019393001217395067,1921.6112670898438,293,0,12
9097,1615.5,-0.01838255813345313,4268.48876953125,1809,0,114
9098,179.0,-0.03787483926862478,2230.3723754882812,295,0,9
9099,564.0,-0.01428643730469048,3200.9934692382812,694,0,24
9100,769.5,-0.019608888775110245,613.6117553710938,1138,0,269
9101,571.5,-0.026356369722634554,6154.76806640625,693,0,17
9102,536.0,-0.02434153249487281,4244.023681640625,667,0,25
9103,177.0,-0.036693304777145386,1884.3505554199219,288,0,9
